GeneSymbol	log2FC	|log2FC|	AveExpr	t	P.Value	adj.P.Val	M-Cell1	M-Cell2	M-Cell3	M-Cell4	Y79_1	Y79_2	Y79_3	Y79_4	Y79_5
TRIT1	1.216518	1.216518	4.767641	4.374108	0.002049382	0.009196538	11.628585	12.277697	11.857363	26.475769	5.084128	4.556573	3.803404	3.853747	3.928121
RGL2	-1.216388	1.216388	5.372436	-4.065696	0.003176872	0.01264768	4.524683	3.056828	7.782082	14.17029	19.44454	18.178051	18.321301	22.065894	17.199431
PMM1	-1.216285	1.216285	4.073014	-6.830198	0.0001006063	0.001076496	2.278915	1.869003	4.95319	3.517074	8.713405	8.897155	8.544531	9.669215	7.145236
LRRC24	-1.216009	1.216009	2.449078	-2.938189	0.01757619	0.04641918	0.117567	0.151905	0.261238	3.307419	1.678505	5.04859	2.869858	3.29821	2.506964
BLOC1S5	1.21590932620991	1.21590932620991	3.42128412285995	8.10668288551343	2.80E-05	0.00046313060732	6.486546	9.603867	7.265251	7.450121	0.917123	1.673525	1.607568	1.731242	1.315213
CEL	-1.215633	1.215633	1.834162	-6.523559	0.0001404428	0.001348628430802	0.21624	0.467783	0.53552	0.339912	1.568131	1.367781	1.554209	2.401561	2.544608
MCM3	-1.215401	1.215401	8.540963	-7.738569	3.98E-05	0.0005825786	37.993078	34.749466	37.714164	63.520667	134.809485	134.853223	139.01652	132.324824	122.41945
SRRM3	-1.214588	1.214588	3.136501	-6.674028	0.0001190737	0.001210775	0.989669	0.956765	2.193739	1.616864	4.291358	4.409708	2.694184	5.398738	5.439382
BIRC2	1.21445286543568	1.21445286543568	5.11120170685849	6.15903369113446	0.000211869138761	0.001788535287443	10.916698	19.4772	15.58004	22.933775	4.784728	5.694606	4.171504	4.279993	5.947313
IRAK1	-1.21315	1.21315	5.902609	-3.962703	0.003688934	0.01409367	6.99815	10.19171	25.341867	5.952378	38.415186	24.433332	19.534715	35.889558	27.771594
FAM127C	-1.212171	1.212171	5.088791	-4.523215	0.001666262	0.007892344	4.924386	9.067384	10.405482	2.954146	17.070225	16.80327	15.201287	17.187422	16.897163
RUSC1	-1.212058	1.212058	5.334862	-5.325261	0.0005786138	0.003680171	6.979724	6.89883	9.624926	4.855254	19.530051	13.663721	18.265293	23.09492	22.347846
CA8	1.21194414922407	1.21194414922407	1.51371116308539	3.38418794064083	0.008772556483931	0.027261841680111	0.498465	7.172778	7.84873	0.725725	0	0.009407	0	0	0
TIMM23B	1.211921	1.211921	3.062269	3.104276	0.0135375	0.03788281	3.760828	11.334232	8.957507	3.296223	0.219839	1.345223	0.726969	3.016167	0.00257
RECQL4	-1.211689	1.211689	5.149898	-2.980164	0.01645021	0.04412334	7.194521	2.545471	8.013764	14.383086	18.122896	19.452799	18.509537	26.899247	18.919219
CDC25A	-1.211421	1.211421	5.247029	-4.028036	0.00335471	0.013146536569983	8.70233	4.459649	5.563823	10.917656	22.232264	23.899334	23.604042	13.951009	22.961465
RPS4X	1.211391	1.211391	12.92515	7.281082	6.28E-05	0.0007795573	848.529053	1519.992432	1419.005615	1697.124268	375.596535	382.482222	341.304318	440.671768	384.062226
APBB2	-1.21062050568768	1.21062050568768	3.93724227818593	-7.56448755601404	4.72E-05	0.000646824439264	2.987745	2.675895	2.113689	2.634379	12.111967	8.725432	7.047311	6.764295	6.147394
NT5C3B	1.210278	1.210278	5.980532	6.872476	9.62E-05	0.001043343	16.378807	32.2861	36.292533	42.28799	10.516103	9.344553	8.962732	10.978678	8.217338
NFIA	1.209631	1.209631	4.184807	4.967475	0.0009169047	0.005066681	17.509603	14.319145	10.18686	6.7708	3.093498	2.143097	3.025257	2.665046	2.789911
CDK11B	-1.209545	1.209545	5.435482	-3.734569	0.005163678	0.018260311279396	7.896569	10.186075	12.304875	3.362042	23.053421	20.529588	23.528812	16.948998	20.047401
ARIH1	1.20943578849522	1.20943578849522	5.23629643223146	5.09096222461694	0.00078059092211	0.004518468773926	12.051129	30.034679	21.24399	12.566402	5.548287	5.413149	6.805241	4.268137	3.731467
SVOP	-1.20903	1.20903	2.561	-9.932345	5.79E-06	0.0001840862	0.399962	0.489879	0.806672	0.947093	2.159501	1.770771	2.628416	2.766818	2.851974
LCA5	1.208252	1.208252	3.716762	4.635574	0.001428732	0.007034393	2.85246	14.291611	7.127757	8.255634	1.419404	1.646884	1.771537	0.991561	1.363164
PPP2R5D	-1.208042	1.208042	7.002159	-8.512578	1.93E-05	0.0003652893	14.814003	14.855899	17.379899	21.070761	46.775676	49.732746	52.850651	55.377068	49.247689
AIF1L	1.20793883660877	1.20793883660877	3.97231445414788	4.0904219629717	0.003065606213551	0.012377454025929	8.698026	8.553552	10.541667	10.090299	3.629314	1.076214	4.389935	1.311663	1.321727
GTF2H4	-1.207829	1.207829	4.392605	-6.284293	0.0001836151	0.001609706	2.44028	4.281887	7.744744	3.224057	8.867222	10.028464	11.583753	11.822045	12.54642
MID1IP1	1.207589	1.207589	4.808491	4.726791	0.001262746	0.0064283	10.761093	13.972964	19.246595	25.327234	4.158874	4.043245	3.538745	6.216688	5.794445
ADCK2	-1.20751818530955	1.20751818530955	4.46726110548151	-3.33418843939375	0.009473423033264	0.028892928723078	3.028076	1.774426	3.395164	10.189689	11.285369	10.47955	11.377346	12.990317	11.484519
BROX	1.20745063216373	1.20745063216373	5.46697238532686	4.95509648692953	0.000931931056478	0.005131663826593	17.524027	29.809836	25.867762	15.922389	7.739468	5.996261	6.282927	4.218617	8.438181
MDGA2	-1.207439	1.207439	2.150141	-13.13878	6.14E-07	6.84E-05	0.538539	0.600403	0.395913	0.513221	2.582746	2.829936	2.096717	1.757762	2.105522
STIM2	-1.207266	1.207266	5.253622	-4.988982	0.0008914188	0.004966024	4.266812	12.259368	6.090137	4.045532	13.721688	16.523524	18.242734	16.271152	19.42662
RPSA	-1.206703	1.206703	12.417	-4.001122	0.003488305	0.01351116	332.562752	146.445419	314.61969	1063.185332	784.516807	790.430246	885.868603	926.639655	876.92163
ADGRL1	-1.20663878854325	1.20663878854325	5.51354929524116	-2.95522032222522	0.017110026150447	0.045505080552485	5.132221	10.9045	18.927595	3.096646	17.753442	15.668789	23.815702	28.264004	16.050423
ULK1	-1.206325	1.206325	4.329677	-5.244667	0.0006408235	0.003938708	2.749867	3.43019	9.649094	2.609673	10.768678	10.170142	9.976219	12.755507	9.45261
MICALCL	-1.205877	1.205877	1.563509	-5.447706	0.0004963221	0.00327752	0.044561	0.294925	0.328002	0	1.02851	0.90077	1.799072	1.206615	1.849993
CNKSR2	1.205115	1.205115	3.416613	7.295467	6.19E-05	0.000770981671138	4.614253	7.993419	5.373372	5.549808	1.123392	0.901302	1.06975	0.684832	1.05354
MEAF6	-1.204993	1.204993	5.954626	-7.460844	5.24E-05	0.0006939207	7.621272	12.6558	10.045263	7.450844	25.039026	26.849613	28.932069	25.892695	27.176345
RBM5	1.204828	1.204828	7.143268	8.907406	1.36E-05	0.0002968343	32.394272	52.770565	41.222772	77.22731	14.549198	17.5519	19.192473	17.640539	17.530346
NUDT1	-1.204707	1.204707	6.000378	-3.220106	0.01130134	0.03309919	15.740778	3.812336	13.482234	17.013631	33.140998	36.025158	24.024192	38.896143	31.431519
FAM13C	1.204667	1.204667	2.667502	6.403665	0.0001604921	0.001468635	2.282379	7.673782	6.109055	4.022034	0.318568	0.435672	0.643254	0.25257	0.734821
SLC5A5	-1.20327	1.20327	1.249566	-8.607867	1.77E-05	0.0003482238	0	0	0	0	1.114088	1.102269	0.966651	1.147041	1.172042
SLC44A2	-1.203006	1.203006	4.536972	-6.57265	0.0001330408	0.001304663	4.672325	2.579169	4.704213	4.166461	11.968607	10.919995	10.230817	11.92423	11.399143
MROH6	-1.202845	1.202845	1.966413	-5.772517	0.0003336912	0.002494108	0.103574	0.325394	1.149678	0.64069	2.782585	2.266142	0.938219	3.287966	1.985305
KIAA0391	1.202809	1.202809	5.118306	8.074396	2.88E-05	0.0004695762	13.889157	26.131534	15.790667	20.047647	5.078762	5.939462	6.294901	4.780021	5.213856
PRKAR2A	1.20262	1.20262	4.949106	4.908351	0.000991127	0.00537288	12.938298	28.362741	20.629843	8.598633	4.196568	3.605218	4.361032	5.355773	4.263831
BATF3	-1.20246805122144	1.20246805122144	1.57826303828581	-4.88229936766694	0.001025875266631	0.005496760040508	0.45723	0	0.570174	0	1.481611	1.713469	1.026131	2.741102	0.8858
TMEM25	1.202467	1.202467	3.695082	4.554234	0.001596702	0.007631944	4.500763	7.759195	11.110616	8.104362	1.745721	2.297743	0.989906	2.554266	0.524672
GALNT1	1.201666	1.201666	6.322786	6.401257	0.0001609258	0.001470706	19.445593	43.928024	29.518997	46.298367	11.683041	12.050644	11.458201	9.034919	11.674336
CDCA5	-1.20159	1.20159	5.562992	-5.289309	0.0006055134	0.003795216974026	9.987718	6.356226	11.957315	10.234056	24.52698	27.494005	26.324291	30.269935	23.492351
NSUN7	-1.201583	1.201583	2.082818	-11.98341	1.29E-06	8.77E-05	0.406186	0.310408	0.185125	0.634546	2.114428	2.233916	1.884166	1.798057	1.9603
DLX3	-1.201081	1.201081	1.50492	-6.86769	9.67E-05	0.00104651	0.21476	0.223976	0.358689	0	1.069689	1.629875	1.081993	1.8403	1.511803
STK39	1.200883	1.200883	5.743499	3.719357	0.005282116	0.0185975	16.548592	42.013634	27.516373	12.11946	6.36986	6.78084	7.073179	5.963057	6.447651
C3orf62	1.20085028159826	1.20085028159826	1.69532591952898	6.25611919217832	0.000189590078338	0.001650116415892	1.535004	4.858572	3.739626	1.230262	0.003563	0.001947	0.002163	0.004478	0.022441
TRIM68	1.200496	1.200496	1.77169	7.575013	4.67E-05	0.000644416	1.205437	2.74624	3.607249	2.85277	0	0	0	0.012386	0.012729
NCKAP5	-1.200418	1.200418	3.718357	-3.516463	0.007168719	0.02347729	1.510194	4.446169	2.897923	0.727005	5.534155	5.829227	6.790775	6.435635	4.204234
TMEM2	1.200349	1.200349	3.229019	5.521268	0.0004530746	0.003083969	10.4542	6.432703	6.006382	5.367693	1.256246	1.601843	1.028158	1.232457	1.045462
ZNF766	1.200232	1.200232	4.22967	6.358691	0.000168806	0.001518868	6.71992	17.774969	9.976759	11.833169	2.764841	3.288051	2.656915	2.252134	2.891374
EHMT2	-1.200215	1.200215	6.685721	-6.323294	0.0001756817	0.001560181	10.36385	12.121925	18.376432	21.760633	38.578594	42.222463	45.542444	54.853357	42.425811
C21orf58	-1.20017271281358	1.20017271281358	4.82535762868011	-5.63518133399256	0.000393994573683	0.002798044308597	6.767907	4.435034	6.562831	5.291326	14.528887	13.6826	15.718259	18.152216	16.530309
MRPS28	1.199879	1.199879	5.559757	3.492712	0.007432196	0.02410401	17.760921	14.406848	23.719563	42.090618	7.483645	6.759305	9.28624	9.70642	3.267685
SPRED1	1.199789	1.199789	2.989296	7.952514	3.24E-05	0.0005031127	3.555126	8.511507	6.037602	4.747153	0.852894	0.812993	0.778138	0.593484	0.84149
C1S	-1.19952218919886	1.19952218919886	1.84209652767155	-5.72981421853384	0.000351285465682	0.002589720631567	0.075222	0.398248	0.396197	0	0.771598	2.18875	1.551394	1.837149	0.878084
MOCS1	1.199035	1.199035	1.685177	9.143614	1.11E-05	0.0002651053	1.433453	2.718492	3.329375	2.500047	0.02489	0	0.010318	0.023588	0.01104
GTPBP1	-1.199025	1.199025	6.103737	-5.490947	0.0004703816	0.003151256	10.834601	9.566106	13.13559	7.855639	27.042985	29.02948	31.226679	32.840407	25.15861
TBKBP1	-1.197998	1.197998	4.715365	-3.796078	0.004712728	0.01705921	4.411495	6.142649	12.04427	2.271552	13.234922	12.76567	12.267532	18.347928	12.279891
RGS10	-1.197861	1.197861	5.461143	-5.682025	0.0003721851	0.002688289	3.479211	13.857062	14.798925	7.414102	21.834868	22.811613	21.364994	26.275706	24.364054
SFRP5	-1.197715	1.197715	1.418833	-8.522293	1.91E-05	0.0003641228	0	0.074767	0.095975	0	1.361974	0.825616	0.939268	1.305024	1.301593
SPICE1	1.197532	1.197532	3.760554	4.063964	0.003184827	0.01266674	5.287819	14.21878	8.298883	8.060188	3.006813	2.641433	1.160626	0.987457	2.669591
MRPL50	1.197044	1.197044	5.851322	4.198532	0.002625836	0.01105356	20.807642	21.692257	21.73505	47.276867	3.431719	9.291884	10.854859	8.572427	10.947271
CABYR	1.19642160219446	1.19642160219446	1.90488841259478	5.61172720647948	0.00040543499841	0.002852582147079	2.177057	5.331777	5.23229	1.189811	0.132672	0.123098	0.078752	0.040867	0.052512
METTL12	1.195813	1.195813	2.74458	4.45947	0.001819679	0.00843434	3.075797	3.9142	4.960115	7.573918	0.302906	0.739264	0.352104	0.951391	0.527616
COL25A1	1.195629	1.195629	1.792167	2.93458	0.01767666	0.046601831095628	0.183087	7.837339	8.523025	1.132671	0	0	0.001744	0	0.003731
STAC3	1.195235	1.195235	2.232027	3.790198	0.004753974	0.01718248	2.48421	2.664391	3.661607	6.655953	0.332852	0.319522	0.292343	0.269099	0.327326
ZNF133	1.194775	1.194775	3.885683	3.626137	0.006073757	0.0206534	6.811389	6.374368	7.941554	18.120028	2.295447	2.945204	2.085606	1.708233	1.891676
SLC30A7	1.194749	1.194749	3.170059	8.663504	1.68E-05	0.0003376509	4.476347	9.569322	7.423404	4.572465	1.038485	1.00213	1.166687	0.834064	0.840471
TARS	1.192768	1.192768	7.68505	9.233582	1.03E-05	0.0002533529	44.435466	83.779821	59.047444	95.621588	24.387385	23.462813	26.64383	29.322284	22.813901
PPP2R3B	1.192636	1.192636	3.654692	2.956005	0.01708887	0.04546419	7.91304	3.852503	8.442509	18.542132	1.452206	1.973636	2.439683	1.905917	1.599107
MMP14	1.192363	1.192363	2.650177	4.487931	0.001749381	0.00819923	1.47923	7.98677	12.504319	2.771507	0.085684	0.435044	0.51852	0.493015	0.551207
FGFR4	-1.192292	1.192292	2.137975	-4.870139	0.001042544	0.005560342	0.573415	0.195567	0.28854	1.289398	1.823252	1.926052	2.390485	2.847924	2.501965
FBN1	1.191004	1.191004	1.857206	4.69485	0.001318367	0.006636829	1.385524	2.370154	2.647579	4.253713	0.068685	0.092131	0.062072	0.051166	0.069003
ST8SIA5	1.190506	1.190506	1.596768	5.099788	0.000771727	0.004477042	1.239865	5.603494	5.950569	0.966266	0.057263	0.024906	0.072134	0.052525	0.051351
NUDT17	1.190219	1.190219	1.706483	4.474209	0.001782901	0.008316323	1.242154	2.713349	1.599046	3.906885	0	0	0.026476	0.030649	0.001313
DHX16	-1.190132	1.190132	5.825456	-7.801948	3.74E-05	0.000558307	7.619718	6.728287	8.723234	11.571633	21.825006	25.847067	25.497389	26.373698	24.79001
NUMBL	-1.189672	1.189672	4.699475	-3.062408	0.01445507	0.03988219	3.330371	8.359221	15.656648	1.776051	13.537353	12.125743	12.844204	16.963899	12.761314
IQCB1	-1.189505	1.189505	6.523076	-11.37099	1.97E-06	0.0001099072	9.659413	14.126224	11.604358	15.496413	43.710819	34.782304	40.057719	32.820456	39.261566
CDK2AP1	1.189439	1.189439	7.549459	5.044967	0.0008286066	0.004704521266165	87.151288	73.557534	53.40173	69.536625	19.453364	30.974684	34.297996	30.423146	15.618986
FANCF	1.189293	1.189293	3.496643	3.441278	0.008038367	0.0255478	5.273839	5.478755	6.209784	15.474296	1.592542	1.63482	1.557052	1.206173	1.778751
CFAP97	1.189073	1.189073	6.302389	7.303695	6.14E-05	0.000766978244362	25.035576	47.583426	31.542449	34.010838	8.611724	13.067138	13.296372	9.171935	12.689123
N4BP3	-1.189066	1.189066	2.196291	-4.801645	0.001142081	0.005960829	0.777411	0.088264	0.124867	1.250543	1.957691	1.917794	2.863198	1.866162	2.61171
LIX1L	1.188883	1.188883	5.071174	3.17964	0.01203524	0.03467968	12.853927	32.95676	26.7153	6.729079	5.665398	3.083212	4.891975	6.230036	3.264432
GORASP2	-1.188761	1.188761	6.839799	-3.129131	0.0130216	0.03678687	11.163835	28.670036	20.464261	6.805381	40.227894	41.024355	44.905832	45.847811	38.304903
TOMM34	1.188635	1.188635	5.167898	6.987335	8.52E-05	0.0009575793	18.121641	20.843174	23.448891	19.241369	5.585044	6.928546	8.376321	4.831185	4.736255
PTBP2	-1.188626	1.188626	7.153486	-5.723	0.0003541858	0.002602427	10.452206	27.154277	14.892782	15.172041	48.676744	49.173417	55.959963	40.405015	52.799391
BAIAP2	-1.18847188025598	1.18847188025598	6.01789181823527	-4.17281710662591	0.002723935573572	0.01134792571223	8.898181	12.782142	21.583601	6.170876	25.597952	29.184481	29.130141	39.827657	27.449899
RAB21	1.188455	1.188455	4.381244	6.17626	0.0002077155	0.001764637	7.947371	18.02622	15.73583	8.652877	3.12386	2.821008	3.585136	1.993783	3.656473
SLC18A2	1.188251	1.188251	2.083929	5.651078	0.0003864412	0.002755783	2.313198	6.438898	3.232049	2.026393	0.219962	0.179058	0.143346	0.016663	0.236772
CHRNB2	-1.187905	1.187905	4.369432	-12.32297	1.03E-06	8.23E-05	2.314242	3.455813	3.665193	4.036471	8.326178	10.152321	9.336819	10.703473	9.189973
SYDE1	1.187401	1.187401	1.857407	4.775042	0.001183474	0.006128006	1.86805	1.933241	4.855842	4.096496	0.221745	0.039611	0.089698	0.100364	0.373548
MDM4	1.186124	1.186124	5.350208	3.152554	0.01255412	0.03579405	15.414598	39.144899	29.536514	7.998538	2.46014	4.325385	7.614622	5.814923	7.573915
LENG9	1.185956	1.185956	1.483981	5.290395	0.0006046816	0.003795217	1.106455	1.502449	4.214079	3.061681	0	0	0	0.01584	0.022614
PPP2R3A	1.185026	1.185026	2.964596	6.429779	0.0001558715	0.001438744	3.18621	9.012692	5.713609	4.881214	0.722133	0.867521	1.098062	0.487851	0.737729
ALG14	1.18495639554375	1.18495639554375	2.8884182167168	5.13408389008976	0.000738307914236	0.004332767027512	3.796356	5.585438	5.092363	7.039779	0.993724	0.95855	0.449791	0.632862	1.003025
CDH24	-1.184591	1.184591	3.829173	-4.786194	0.001165928	0.006057118966619	2.980332	1.843728	2.849816	4.023483	9.079583	6.462529	6.543188	10.634354	9.033696
VAT1L	1.184567	1.184567	2.448624	3.659247	0.005779085	0.01990123	1.492032	8.755274	4.780421	1.620741	0.073634	0.084114	0.046739	0.138197	0.128975
CHM	1.184333	1.184333	4.643883	6.209082	0.0002000458	0.001710789089982	9.723894	22.236128	14.636715	9.089321	3.428834	3.707808	3.699405	3.034781	3.70137
MAP3K3	-1.184139	1.184139	4.223878	-6.880126	9.54E-05	0.001038064	2.262045	3.431992	3.810911	4.659008	12.870411	8.93825	11.564308	9.098042	7.576918
CMTM8	-1.183672	1.183672	2.073114	-4.672038	0.00135971	0.006796389371303	1.034885	0.306699	1.635773	0	1.99005	2.409778	1.704773	2.835426	1.783301
RAP1GAP	-1.183291	1.183291	2.623031	-8.898938	1.37E-05	0.0002979987	0.694729	0.849854	1.297749	0.789971	2.618498	2.425283	2.895264	3.40539	2.579943
PRKCE	1.183027	1.183027	1.741924	7.360974	5.79E-05	0.0007365314	1.683195	2.597075	2.586862	2.914261	0.032762	0.008541	0.035762	0	0.048074
PITPNM2	-1.182895	1.182895	2.720732	-6.217216	0.0001981935	0.001700502	0.346054	1.539621	1.846762	0.565094	2.910958	2.55792	2.665396	3.975504	2.707513
PCDHB11	-1.181887	1.181887	2.179763	-11.12406	2.35E-06	0.0001195765	0.289619	0.900464	0.504719	0.698882	2.139191	2.926556	2.185729	2.200797	2.346671
NEK6	1.181395	1.181395	4.096302	4.32079	0.00220854	0.00971609	4.950889	20.316469	23.928279	5.675888	2.454736	2.621353	2.488787	2.691372	2.11467
SSTR5	-1.181218	1.181218	1.421679	-4.154297	0.002797014	0.01156025	0	0.021794	0.141861	0.243796	2.888447	1.987538	1.751462	0.85456	0.346817
LIG3	1.181131	1.181131	5.591655	5.930909	0.0002763668	0.002161136	18.160611	40.957385	31.810129	14.905434	7.220121	7.032619	7.507252	7.87651	7.268547
SPA17	1.180277	1.180277	3.854242	4.355907	0.002102283	0.009371982	12.127099	9.723063	7.866188	11.483362	3.417982	1.833644	2.627964	1.586894	3.476274
TTLL1	1.180216	1.180216	3.810228	8.725782	1.59E-05	0.00032728	7.024962	11.604379	7.909324	8.589275	1.799982	2.115962	1.768859	2.147213	1.881657
S100A3	1.179863	1.179863	1.191742	3.992687	0.003531334	0.01364754	0.30389	3.41331	10.881737	0.854377	0	0.053694	0.024998	0	0
SPHK1	1.179515	1.179515	3.81666	3.23496	0.01104378	0.03253898	2.369233	13.277436	33.551057	11.112903	2.295244	3.638795	1.595766	2.813763	2.173122
MAP3K8	-1.179123	1.179123	3.148276	-9.510447	8.14E-06	0.0002243336	1.588949	1.646942	2.018029	1.750947	5.201367	6.973027	4.993057	4.489063	3.876304
R3HDM4	-1.179087	1.179087	5.633639	-3.575522	0.006555343	0.02193326	8.02757	3.824639	11.514943	10.691216	14.971465	30.649274	21.684815	34.744951	15.791281
LPP	1.177982	1.177982	1.687695	4.583742	0.001533426	0.007415982	1.152529	5.762349	4.618624	0.959162	0	0	0.002527	0	0
BRD2	-1.1773920019939	1.1773920019939	8.27801289718175	-4.07096780239923	0.003152791475151	0.012585341203797	25.510665	46.810768	42.837177	22.105631	94.847658	90.649252	96.888511	104.153882	87.434315
TLX3	-1.177177	1.177177	1.227434	-8.733295	1.58E-05	0.00032728	0	0	0	0	1.508128	1.565832	0.5998	1.373705	0.725729
NOL9	1.17712	1.17712	4.250244	4.464989	0.001805812	0.008390804	9.286776	15.369411	16.364586	7.498505	5.956405	1.609248	3.364685	3.326683	1.404936
IDI2	1.176802	1.176802	1.729537	10.45495	3.86E-06	0.0001549647	1.83353	3.130569	2.944688	2.087633	0.094546	0	0.036205	0	0
SNCB	-1.17677	1.17677	2.871807	-6.623454	0.0001258289	0.001258289	0.18767	0.9759	1.725644	0.789413	2.474392	2.621562	2.325119	3.494255	2.794806
FAM50A	-1.176701	1.176701	6.999976	-7.365815	5.76E-05	0.0007360559	15.393243	14.245849	21.332726	18.971972	50.522773	49.559373	45.703943	59.624997	46.282594
HERC3	-1.176374	1.176374	4.026731	-3.827725	0.004497183	0.01643876	0.951966	4.704584	4.207846	1.287406	7.810036	6.121237	6.508559	5.747282	6.688229
STAG3L5P-PVRIG2P-PILRB	1.176362	1.176362	4.37195	4.110438	0.002978587	0.01212584	6.66542	17.653234	22.727055	7.774298	1.805933	6.199652	2.379182	2.53714	3.372887
RNF146	1.176343	1.176343	5.307295	5.110462	0.0007611533	0.004435355	13.791631	22.133655	17.626666	22.59459	6.164658	8.564389	4.367578	7.428451	4.130143
BAG3	1.17596965733324	1.17596965733324	2.05068044814115	4.75278603166323	0.001219348520862	0.006253988006117	2.10862	5.752377	6.551733	1.288293	0.135166	0.306383	0.033184	0.133944	0.116267
DOK1	-1.175889	1.175889	2.963372	-10.85349	2.86E-06	0.0001315335	0.930241	1.423851	2.643305	1.505657	5.037084	4.671601	3.134761	4.56204	5.081785
FAM155A	1.174882	1.174882	2.693807	6.619374	0.0001263919	0.001261689	3.145079	6.157362	5.458836	5.088227	0.557503	0.664007	0.502982	0.37385	1.009144
RBM8A	1.174628	1.174628	6.696458	4.782818	0.001171209	0.006082542	29.046015	57.834248	39.547638	34.007538	14.02033	12.685834	21.20906	10.504946	9.959531
TBC1D10B	-1.174577	1.174577	5.023856	-5.302796	0.000595266	0.003757183	4.650867	5.267593	8.960524	5.044732	11.09082	18.611529	17.305383	20.479496	12.062595
UTP6	1.174573	1.174573	6.290821	8.090389	2.84E-05	0.0004649667	18.319643	46.621849	39.957172	39.149879	12.178107	10.032948	10.760587	13.162523	11.524426
NIPAL2	-1.174147	1.174147	2.482018	-4.178561	0.002701687	0.01128517	0.385827	1.560811	1.294975	0	2.072589	1.670871	2.365408	2.240388	2.541419
FIZ1	-1.174069	1.174069	3.429723	-5.633581	0.0003947638	0.002801147	1.473826	2.804872	3.91363	1.298994	4.745983	6.748212	5.247041	7.726772	4.804302
BHLHE40	1.17371698888447	1.17371698888447	2.44862690000305	3.29584377256822	0.010050577407163	0.030199002687166	2.605304	6.541042	7.177264	1.053393	0.194323	0.186422	0.076973	0.093172	0.068062
FUT9	1.173574	1.173574	1.379454	6.254446	0.0001899515	0.001650519	2.089672	2.115995	1.385065	2.216082	0	0.003571	0	0	0.007678
IRF9	1.173537	1.173537	3.086472	5.674498	0.0003755986	0.002701764	2.292571	8.132337	9.954962	3.806629	0.74439	0.291465	0.668683	0.841106	0.826113
SORCS2	-1.173382	1.173382	4.332309	-5.315228	0.0005859876	0.00371354	2.265007	4.003911	7.369284	2.297071	8.675967	8.98449	8.550202	10.27955	9.995232
PALM2-AKAP2	1.172637	1.172637	1.678713	3.40909	0.00844401	0.02650778	1.079068	0.593473	6.667493	3.828221	0.168666	0	0	0	0
LYG1	-1.172512	1.172512	2.0727	-5.468145	0.0004838717	0.003215577	0.269616	1.250762	0.800313	0	2.170842	2.317856	1.671088	1.216139	2.48701
ZNF419	1.17218	1.17218	3.193758	3.565586	0.006654529	0.02217706	4.151272	4.494819	4.661377	11.840198	1.351173	1.060004	0.945868	1.260594	0.583278
STAT3	1.172028	1.172028	5.800955	4.836768	0.001089814	0.005745293	11.149376	42.056568	49.692302	19.219945	8.143886	7.266223	8.5362	8.014769	7.959579
UPP1	-1.171724	1.171724	2.714147	-5.159826	0.0007142564	0.004239127	0.630206	0.533344	1.159299	2.032589	3.558066	2.612437	3.314385	4.556172	2.623093
ASPHD2	-1.17113766496868	1.17113766496868	3.00126405878743	-6.36465689496463	0.000167676536692	0.001512168996225	1.391564	1.575864	1.818591	0.839998	3.315439	3.50142	3.691719	4.854866	3.936467
C9orf40	-1.17095267139398	1.17095267139398	4.41520300251891	-4.55417501425357	0.001596829952804	0.007631943583372	2.421362	3.370113	4.132287	6.365355	11.496391	12.174256	6.603572	15.545082	12.085146
CRIM1	1.17034	1.17034	4.597381	8.074866	2.88E-05	0.0004695762	9.89923	17.003706	14.641224	12.849177	4.215178	4.466076	4.143558	3.659735	2.593043
EBPL	1.170289	1.170289	6.668821	5.249639	0.0006367823	0.003929242	36.896297	44.035953	31.769524	59.114838	9.635358	17.207573	14.192047	13.873033	22.130074
BHLHE41	1.17020314392755	1.17020314392755	2.11801224698991	3.33955511598805	0.009395459078286	0.028722059178804	0.927831	8.053526	5.613727	1.149519	0.031561	0.018035	0.018122	0.061376	0
ZC3H10	1.16964	1.16964	3.387967	4.492027	0.001739506	0.008162609	4.231705	6.621954	6.595588	11.244471	1.268329	1.659215	1.292086	1.718334	0.925222
C4orf47	1.16961678216141	1.16961678216141	2.21849829732153	5.17450582031161	0.00070092276847	0.004184456811537	1.188456	6.888327	4.403487	2.623273	0.19861	0.140149	0.106934	0.288552	0.033947
GTPBP2	-1.169428	1.169428	5.999293	-9.96858	5.62E-06	0.0001836755	6.208714	8.41219	9.893552	13.231128	24.558163	25.902316	27.512332	27.7838	25.074267
TMEM63A	1.169352	1.169352	1.813911	5.784334	0.0003289941	0.002465886	1.983134	3.944668	6.857491	1.032972	0.01599	0.031641	0.061351	0.069151	0.029384
FBXO32	1.169255	1.169255	2.045216	7.50358	5.02E-05	0.0006757449	1.479304	5.496607	4.742195	2.242309	0.086634	0.160516	0.128881	0.177601	0.119063
NAA35	1.169179	1.169179	5.154722	6.946376	8.89E-05	0.0009857472	10.499961	24.143608	17.149845	21.212545	4.800384	5.610619	5.253501	7.329825	4.113096
PGM2	1.169089	1.169089	4.887272	5.618742	0.0004019756	0.002841309	12.385931	18.404778	14.164903	24.630554	4.511987	5.258334	4.983143	5.192001	5.461237
ARRDC2	-1.16874280252398	1.16874280252398	3.56043630183495	-8.31685960128946	2.30E-05	0.00040548307902	1.430956	2.316458	4.379561	2.723578	7.162734	7.794613	6.245425	7.631332	5.666821
