GeneSymbol	N_RO1	N_RO2	N_RO3	M_RO1	M_RO2	M_RO3	M_Cell1	M_Cell2	M_Cell3	M_Cell4	Y79_1	Y79_2	Y79_3	Y79_4	Y79_5
TAGAP	0.244862	0.265983	1.081044	0.25542	0.108172	0.805684	0.045078	0.369006	0.18547	0.530745	0.048269	0.029633	0.050409	0.036982	0.035154
TAGLN	6.072342	3.426663	2.004171	1.371597	2.473515	5.294539	15.457382	0.995049	2.625233	32.053559	0.043429	0.018824	0.013014	0.00039	0.129643
TAGLN2	47.789978	54.527102	34.033067	65.893342	53.168574	39.786173	62.719327	89.987336	156.895502	61.009035	2.845649	2.648066	2.835936	4.006699	3.763349
TAGLN3	9.088753	8.194325	11.424017	17.323235	21.643052	9.086363	53.543337	14.938544	12.018694	143.516165	0.469157	0.016817	0.529585	0.185993	0.330804
TAL1	0	0	0	0	0.011073	0	0.016917	0	0	0	0.018585	0	0.018162	0	0
TAL2	2.879365	1.982774	0.882458	0.82798	1.321936	0.419633	0.478372	0.032337	0.511392	0.494881	0.142876	0.070064	0.042011	0.269862	0.27068
TALDO1	22.851097	24.486776	8.891146	22.447323	21.684063	14.689033	31.429846	25.949728	33.338615	66.014061	65.429362	72.38553	71.519964	84.688599	74.911018
TAMM41	6.709677	5.06158	11.229593	6.328626	7.27812	10.983541	4.064852	8.590511	9.632659	1.591466	5.535033	6.259394	5.154517	5.87312	6.164137
TANC1	9.84886	12.162296	12.989614	12.988534	9.953731	15.249496	2.961097	18.196938	17.33212	3.292354	18.797946	17.959232	20.2367	16.953812	18.260506
TANC2	4.052447	3.710342	9.023091	3.17651	3.248708	7.646079	1.445485	5.737752	4.951265	1.290726	5.692789	3.318941	5.090915	2.488697	2.046584
TANGO2	3.974917	3.718034	3.394909	2.681027	2.70988	2.659867	2.311373	3.689562	3.433069	4.168052	4.29519	4.105386	4.757164	6.629706	5.198756
TANGO6	5.160287	4.811828	5.625085	5.837486	5.155615	4.322573	3.538558	5.19421	6.136716	4.603356	1.922709	2.320189	2.192935	2.602949	2.242722
TANK	17.77495	13.049592	21.901669	13.138313	12.014121	17.092473	5.496733	18.278864	9.321665	9.932878	6.916636	4.829569	6.383455	6.187676	5.903789
TAOK1	24.670811	23.244007	48.787331	26.626337	22.271479	43.306801	14.528918	55.834042	35.179134	11.58569	17.31857	16.460264	14.69482	11.578212	15.86714
TAOK2	16.031899	14.877947	18.160592	11.890261	10.835571	8.398981	8.128543	10.558545	16.707414	16.441531	11.409951	13.760171	8.234545	10.534864	12.59992
TAOK3	11.629183	10.941626	28.937008	5.550701	6.525807	13.580278	2.238559	10.39787	4.537947	5.158306	2.531984	2.932485	1.753269	2.667982	2.403652
TAP1	1.721805	2.907263	0	5.292561	3.26614	2.084196	1.585256	3.170137	7.013284	4.521194	0.011796	0.011785	0.05326	0	0
TAPBP	10.975397	10.133973	12.556337	7.096924	6.973384	18.041454	5.90157	21.66868	19.871751	2.964497	1.567052	0.560785	3.252195	0.853506	0.815235
TAPBPL	1.302386	1.620782	1.123788	1.609177	1.576778	2.102923	0	0.584926	0.559818	0	0.694314	0.540417	0.570997	1.474036	0.716181
TAPT1	24.706701	18.391668	18.814936	20.494631	16.963348	8.216675	3.220689	5.973257	4.537802	4.96179	7.055261	3.808855	7.27256	5.03051	7.791929
TARBP1	12.769381	11.891334	13.227223	23.50112	18.261444	28.163488	10.135018	17.554136	19.171938	21.08127	4.292069	3.690734	3.462346	2.838864	3.74292
TARBP2	9.324215	9.125147	2.414098	7.11263	8.409955	1.768643	6.285906	2.54065	6.075854	21.893299	8.80202	8.65821	7.425463	10.915272	7.946296
TARDBP	24.022999	21.75827	45.205448	15.556192	25.872169	50.499069	19.642159	50.951263	42.32534	8.639528	46.644834	49.126324	29.476835	45.104429	40.580946
TARM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028202
TARS	42.728172	43.458811	49.379318	63.519079	57.283682	69.838623	44.435466	83.779821	59.047444	95.621588	24.387385	23.462813	26.64383	29.322284	22.813901
TARS2	18.329447	18.637453	14.016202	18.052681	15.794977	17.878992	12.32802	18.990971	19.04124	13.65816	12.817977	13.144639	11.638045	14.043863	12.149181
TARSL2	11.796561	11.454649	22.102873	11.997739	10.472016	17.806339	5.921038	13.96411	8.461185	13.567357	4.569678	5.622436	5.332936	5.39026	4.743674
TAS1R1	0.283883	0.202435	0	0.241643	0.12937	0.144583	0.151399	0.090901	0.128549	0.153241	0.115216	0.054883	0.039195	0.042719	0.017087
TAS1R3	1.852064	1.913342	0.415624	1.195385	1.28765	0.375973	0.483566	0.405581	1.096805	0.393057	0.251377	0.160354	0.154044	0.206783	0.257205
TAS2R1	0	0	0	0	0	0.153298	0	0	0	0	0	0	0	0.016747	0
TAS2R10	2.187093	1.891536	4.554075	2.418048	1.610215	2.97558	0.412935	1.979324	1.675071	0.324555	0.146981	0.070796	0	0	0.094847
TAS2R13	2.461089	1.760259	6.793211	2.801753	2.117631	2.25634	1.303926	1.954836	2.353702	0.459774	0.112503	0.028077	0	0	0
TAS2R14	5.882691	6.692548	9.050046	6.029013	8.075454	3.676739	2.218697	4.429949	4.421916	2.429295	2.20854	1.446199	1.195645	0.905743	1.481026
TAS2R19	5.348926	5.501932	8.10889	8.682652	6.307946	7.951984	2.758137	3.557695	4.792587	5.244186	0.084743	0.186654	0.018568	0.153722	0.110716
TAS2R20	4.367506	2.854314	5.935662	4.228124	3.269046	3.974519	1.959138	2.269273	2.400907	3.333867	0.686393	0.5162	0.361351	0.169913	0.279102
TAS2R3	0.735852	1.036162	4.088652	1.796805	1.522157	7.251544	0.797407	3.940188	3.92545	0.97115	0.015775	0.027831	0	0.043673	0
TAS2R30	3.477373	2.59497	10.628216	4.188002	3.654495	5.660734	2.053136	4.558401	3.404441	0.875075	0.034387	0.05449	0	0	0.071081
TAS2R31	4.274593	3.792895	5.806878	7.330633	4.528946	6.865235	3.046932	2.864597	4.187146	6.914801	0.066359	0.115607	0.022843	0.043731	0.046201
TAS2R4	0.95677	0.788097	4.171276	2.014283	1.494908	4.413497	0.535829	3.457421	3.47605	0.201749	0.276097	0.154753	0.15537	0.265358	0.173376
TAS2R40	0.230662	0.25011	1.075428	0.327962	0.202007	0.28267	0.058646	0.096336	0.188504	0.352066	0.090013	0	0	0	0
TAS2R42	0.607206	0.067038	0.148676	0.098388	0	0.570503	0	0.340918	0.283262	0.347094	0	0	0	0	0.104583
TAS2R43	2.167996	2.092848	3.065412	1.908819	1.703464	3.042936	0.866775	1.583756	1.366259	2.073984	0	0.127996	0.062957	0	0
TAS2R46	2.147729	2.365575	4.970389	2.863058	2.862594	2.126223	1.347674	1.311247	1.996769	1.936506	0.118111	0.049422	0	0	0.070138
TAS2R5	0.33837	0.585226	1.141101	1.850095	0.650495	5.905613	0.365072	2.222384	1.955181	0.653845	0.098628	0.347545	0.043201	0.167103	0.068334
TAS2R50	1.936513	2.164675	2.852154	3.107713	2.405308	1.779779	1.376422	1.703826	1.922094	2.527244	0.046316	0	0.048339	0	0.057816
TASP1	7.851137	5.904485	10.079392	7.565956	5.703043	5.789953	3.5517	6.504139	6.237574	6.306607	2.334522	2.127367	3.220808	1.907413	1.95978
TAT	0.084765	0.111657	0.164604	0.114311	0.157238	0	0	0.042752	0	0	0.005424	0	0	0	0.056657
TATDN1	15.877413	14.583816	14.913282	25.762954	22.760229	33.553236	13.601525	33.842107	27.087276	19.931839	17.561238	22.335787	18.711186	14.757104	17.463933
TATDN2	5.668851	5.050175	8.310289	8.875616	6.109471	9.869409	6.083175	11.714675	15.455365	7.223968	13.395734	12.921951	13.187923	12.938618	11.476872
TATDN3	13.447991	12.518636	12.28092	9.626847	11.009376	9.878212	5.933803	10.087798	8.126591	14.34863	4.463476	6.043238	4.557083	5.385429	5.41258
TAX1BP1	52.31105	48.257877	72.085888	45.027058	43.15711	62.276448	16.719705	72.890394	38.716864	23.056273	43.604888	48.108619	54.439188	44.495603	46.221651
TAX1BP3	2.23557	4.146175	0.660752	5.094442	3.979754	1.802032	9.295442	3.393501	16.451738	21.644732	16.160578	19.423267	14.487282	20.643525	15.989691
TAZ	8.885631	5.826484	2.787508	6.824698	6.307448	2.535635	5.044575	3.372535	8.095676	11.903755	10.289987	9.22886	5.478139	10.320881	8.151437
TBC1D1	2.381896	2.558007	3.078744	3.626663	4.040712	10.370883	15.258889	7.421233	7.22852	21.486706	5.531744	6.06553	6.290261	6.274769	6.798036
TBC1D10A	10.299023	9.326824	2.887383	5.856115	5.442915	1.033013	0.467428	0.624468	1.340043	1.812533	0.701198	3.48819	0.989205	6.118453	5.25462
TBC1D10B	7.283214	6.311697	9.055983	4.156094	4.311216	6.917638	4.650867	5.267593	8.960524	5.044732	11.09082	18.611529	17.305383	20.479496	12.062595
TBC1D10C	0.913963	0.573927	0.446717	0.617784	0.604865	0	0.510614	0	0.470416	0	0.068646	0	0.093243	0	0
TBC1D12	7.380996	7.763234	9.060497	7.09534	5.522048	5.105347	2.905303	4.2334	3.974161	6.680486	5.364343	4.659649	5.24328	3.264457	5.003109
TBC1D13	5.303432	4.943226	3.445271	5.096513	5.449583	3.06716	3.846438	3.232801	6.667744	1.922619	3.170026	3.353064	3.689113	3.330076	3.333109
TBC1D14	15.20833	16.138342	8.479897	25.522443	21.244484	14.545442	21.216984	19.853166	24.841086	46.443282	16.018015	18.08463	17.348326	21.950783	15.855756
TBC1D15	4.867063	3.734481	10.7205	7.871686	4.709284	15.475221	3.78024	13.838317	8.29243	2.959093	14.180515	30.22253	29.30692	12.22078	29.701839
TBC1D16	5.286077	5.489672	3.402431	9.790499	9.222749	6.410683	14.610219	11.738985	20.706432	13.653986	25.101906	31.077084	24.382761	29.648119	17.433303
TBC1D17	6.330942	5.317282	5.516147	5.581588	4.034408	6.060975	3.033738	5.022632	8.617609	1.766063	5.061148	4.685926	4.36529	6.035313	4.30441
TBC1D19	9.663794	8.228867	10.590879	7.464593	6.736091	5.598174	2.722547	4.058816	3.937541	4.910068	2.422249	2.510273	2.741867	2.178055	2.912437
TBC1D2	1.335205	1.375183	0.369493	1.147382	0.909453	0.774505	0.485172	0.877745	1.209439	0.67769	0.06892	0.159782	0.116935	0.365349	0.119027
TBC1D20	7.541614	7.632432	9.36496	7.748193	7.212185	10.60317	5.323575	8.212526	8.078559	4.654304	5.648081	5.829076	6.392357	7.084836	4.818197
TBC1D22A	3.718918	3.444327	4.537901	4.608584	2.983433	4.389502	1.638774	3.939612	5.358407	2.346182	3.03598	4.88357	3.323669	4.595597	3.5581
TBC1D22B	6.383384	5.7113	7.031337	4.74657	4.73153	5.599685	1.887604	4.432119	5.118913	1.721569	6.386312	7.200359	6.926973	7.45731	7.8373
TBC1D23	21.060455	20.340491	20.188529	16.505694	14.879106	15.153138	6.298224	13.720988	10.724491	11.843684	23.064172	33.790608	45.326074	27.284159	43.769025
TBC1D24	4.931329	4.865777	8.600191	6.812401	4.912891	5.920175	3.770822	6.452268	7.972395	3.740875	8.796765	12.080146	5.47687	9.415419	13.13807
TBC1D25	4.239676	3.394228	2.672513	3.502331	2.818101	4.153927	1.959388	2.350599	3.749964	0.897521	2.816951	2.709637	3.166461	3.559211	3.087187
TBC1D28	0	0	0	0	0	0	0	0	0	0	0	0.006757	0	0	0
TBC1D29	0	0	0	0	0	0	0	0	0	0.119687	0	0	0.027118	0.014479	0.004513
TBC1D2B	4.171806	3.81971	2.372884	4.388569	3.130185	4.963964	2.471949	1.973995	3.042903	3.805265	3.868779	3.340612	2.392995	4.990636	4.260322
TBC1D3	2.820114	3.652719	18.640834	3.22947	2.879755	10.252257	1.380173	9.884676	1.948279	5.049593	5.555327	5.268731	5.963777	4.938754	4.313977
TBC1D30	1.175958	1.009526	1.951981	1.819579	1.037683	3.203367	0.241069	2.692155	1.880156	0.54685	1.51867	1.365894	1.315202	2.260342	1.432644
TBC1D31	6.048911	4.650664	6.627602	7.592024	6.888398	9.552772	4.466079	8.262923	5.138246	7.081847	15.488876	16.174055	14.448974	12.632689	13.087939
TBC1D32	8.706321	7.109564	9.536693	7.589791	5.176758	7.813346	2.275456	3.772282	3.368475	4.680261	0.710779	0.653087	0.616102	0.476867	0.478877
TBC1D3C	6.250215	4.142621	0	5.185518	3.542811	0	1.946001	0	10.456981	0	0.340406	0.226749	0.225913	0.029016	0.209174
TBC1D3E	0	0	0	0	0	0	0	0	0	0	3.276457	3.529054	1.964388	5.082846	4.054352
TBC1D3H	4.660167	2.492401	13.781054	2.758935	2.766518	6.215837	1.45163	7.302837	4.340812	4.121092	1.931931	0.038789	0.057232	1.429307	1.503731
TBC1D3I	0	0	0	0	0	0	0	0	0	0	0.423819	0.230695	0.385717	0.395934	0.423805
TBC1D3K	0	0	0	0	0	0	0	0	0	0	0.815321	0.656821	0.669661	0.555494	0.362231
TBC1D3L	0	0	0	0	0	0	0	0	0	0	2.728484	1.859224	1.247124	1.675096	1.608192
TBC1D4	0.432605	0.426898	0.788049	4.346065	3.646867	7.073167	6.095762	5.811851	5.892957	7.639073	14.618377	12.375822	14.048395	8.742977	11.40816
TBC1D5	9.681327	9.954072	11.762222	11.775684	11.830563	15.574798	6.776027	16.664224	15.020148	8.395229	12.228029	12.070694	11.958568	12.060268	11.819561
TBC1D7	6.583531	5.117414	2.805254	6.868566	5.086824	4.121035	5.638074	3.978746	7.24679	11.843359	14.271147	17.200861	14.973547	16.801077	18.859025
TBC1D8	7.325031	7.1497	8.237875	6.941478	6.480461	8.8926	1.280671	3.818673	4.350542	3.2922	18.954268	20.634733	19.198433	18.336938	18.057055
TBC1D8B	0.79295	0.362225	0.750232	1.175838	0.577438	1.649579	0.223465	1.727174	1.362493	0.282526	0	0	0.008039	0	0.023393
TBC1D9	23.697165	23.023991	19.244289	21.057379	20.270134	19.05975	4.319431	10.833207	9.635052	11.034986	24.338182	23.291797	29.468659	23.1047	28.797506
TBC1D9B	10.577174	10.989722	6.333772	11.592648	12.786941	10.271203	8.169468	14.063349	18.550692	17.339568	14.011081	12.124256	12.64431	11.221496	8.208943
TBCA	63.868619	58.162383	63.398207	89.385113	69.114663	104.710932	64.748887	122.79091	99.378222	68.780114	97.676671	115.838461	84.244285	107.591482	104.860141
TBCB	24.310996	26.594449	8.505008	23.508457	24.229979	9.251055	18.894983	16.243492	32.2832	39.875015	25.737458	30.08917	19.590809	38.745364	27.402281
TBCC	19.355669	19.676155	13.133431	19.144169	18.565392	8.802965	7.080042	8.484034	8.487288	31.112026	39.317913	40.447536	42.022335	49.30254	43.414238
TBCCD1	7.975503	7.427438	7.928321	7.671217	7.994161	5.971048	5.132611	7.414963	7.813969	8.252956	5.176146	3.730555	5.354429	5.815622	3.957419
TBCD	9.439633	8.89291	5.947314	13.111412	9.97517	9.742684	13.266526	18.204958	32.032573	15.350951	32.240323	31.209996	40.843095	35.567839	28.917396
TBCE	17.148859	17.070658	27.784855	18.225343	15.742505	21.865642	10.728564	26.944086	19.803018	14.748352	20.556301	15.577865	17.282224	14.476898	15.397257
TBCEL	14.547932	13.267838	14.92873	12.048615	10.36223	14.665773	5.095036	11.73838	7.785966	6.883984	6.326899	4.605604	3.137129	3.708284	5.538478
TBCK	12.081543	11.343327	12.564002	16.026158	12.704909	12.17747	6.48987	14.264907	10.228955	9.440989	5.117423	6.089949	6.370422	6.172399	5.692332
TBK1	13.596748	12.078634	16.809425	12.838759	10.646339	16.110933	8.596651	19.78327	11.647611	11.425763	6.922933	6.835689	7.225014	5.177673	6.456062
TBKBP1	3.238782	3.180012	2.892578	3.64498	4.164729	6.452791	4.411495	6.142649	12.04427	2.271552	13.234922	12.76567	12.267532	18.347928	12.279891
TBL1X	13.469274	12.303606	22.690526	14.445597	11.586224	26.609275	7.782422	14.233262	12.97295	3.203926	5.654913	5.228179	5.699282	6.286328	5.564564
TBL1XR1	37.350933	35.677437	55.756256	39.558372	40.887238	62.994534	25.207464	50.948727	35.899513	27.7824	27.95265	17.202483	20.227702	13.220223	19.377573
TBL2	8.479419	8.344665	5.656504	9.421041	8.10177	7.434101	4.439226	6.896562	7.404564	14.063508	6.841714	7.51598	5.563697	7.789381	7.357166
TBL3	7.559245	7.255486	2.385351	10.320199	8.055836	3.415265	8.704315	3.742844	11.927318	14.882353	13.551009	13.301146	15.033158	18.09362	11.567351
TBP	8.149285	8.279256	10.758039	10.273948	11.638642	11.464726	6.661017	11.091145	9.744153	3.904103	8.362937	8.623872	8.425252	10.304113	8.245827
TBPL1	15.743622	15.023831	10.846208	15.26481	14.329254	12.201764	12.261034	10.883864	11.695937	17.837963	5.091178	9.315843	6.405288	5.924661	5.369374
TBPL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024259
TBR1	0	0.056081	0.12921	0	0.133892	0	0	0.192375	0	0	0.313469	0.121244	0.301684	0.264498	0.288765
TBRG1	8.53314	7.58778	12.141254	6.586929	7.468587	8.706421	4.172906	9.338889	6.266323	6.925451	5.670402	4.926068	5.656156	4.941225	4.307224
TBRG4	11.752703	12.021253	2.808442	24.716067	17.904971	9.940292	15.265347	10.238378	20.878705	45.524527	16.98135	15.331303	17.393212	19.933023	18.776811
TBX1	0.150615	0	0.845798	0.127765	0	2.087927	0	0.421761	1.082303	0	2.49966	2.853055	2.228462	3.787534	2.070761
TBX10	3.450983	3.192679	1.789827	1.28576	1.700302	0.931977	0.106172	0.16455	0.262387	0	0	0	0	0.03658	0
TBX15	0	0.176762	0.103315	0	0	0.973082	0	0	0	0	0.053524	0.11948	0.026361	0.068959	0.031753
TBX19	0.192156	0.255766	0.419907	0.439841	0.358908	0.984296	0.337408	0.736203	0.808742	0.55347	0	0	0.298669	0.000208	0.223616
TBX2	5.962493	9.583733	6.449262	14.323599	17.731953	9.83479	0.199303	20.256826	31.315771	0.586416	0.216973	0.221209	0.182868	0.390677	0.279036
TBX20	0.332922	0.494836	0	1.033499	0.381318	3.695951	0.050186	0.619474	0.46999	0	0.571209	0.972203	0.541684	0.327325	0.572303
TBX21	0.077419	0	0.540802	0	0.053224	0	0	0	0	0.357707	0.25448	0.178583	0.214099	0.072101	0.134298
TBX3	1.155707	1.898572	3.414818	7.431207	5.37703	5.197695	0.663633	11.329622	9.208977	0.776055	0	0	0	0	0.014045
TBX4	0	0	0.083048	0.081151	0	0	0	0	0	0	0.012709	0	0	0	0.014542
TBX5	0	0	0	0.041765	0.065596	0	0	0.1489	0.121407	0	0.10057	0.225348	0.145963	0.18527	0.181424
TBX6	0.414168	0.398725	0.360995	0.436003	0	0	0.12792	0.184235	0.433726	0	0.820069	0.631902	0.875595	1.163159	0.753669
TBXA2R	0	0.080352	0	0.052305	0.038543	0	0	0	0.078342	0	0.534154	0.501424	0.639068	1.140135	0.630765
TBXAS1	0.594471	0.156101	0.879531	0.47063	0	0.282575	0.335118	0.532641	0.485812	0	0.496302	0.586582	0.519937	0.536781	0.424232
TC2N	0.34798	0.58172	0.440794	0.38284	0.421896	2.765073	1.047158	0.795912	0.568088	2.455777	0.077506	0.146508	0.263349	0.073823	0.163904
TCAF1	26.810838	26.669939	27.252665	23.614511	22.396938	22.162566	14.004756	20.661853	16.847172	18.267176	8.493695	11.745777	7.927549	6.785342	11.315405
TCAF2	0.934108	1.464158	0.606855	2.293624	0.882041	0.39971	0	0.483116	0.536321	0.302672	0	0.001269	0	0	0
TCAIM	13.756628	12.215812	25.465101	13.05965	12.483956	23.981654	6.370907	23.180625	13.543632	10.100574	4.064627	7.489476	4.25186	5.248256	7.541662
TCAP	0.658992	0.986737	1.29995	1.232574	0.972091	1.458913	0.098945	0.092476	1.570438	0	0.432364	0.282972	0.08183	0.202749	0.194995
TCEA1	41.166208	37.564923	26.111946	33.273403	41.860131	35.714979	28.551986	27.43794	24.12425	34.860808	47.896501	60.320317	47.430725	44.719953	55.885904
TCEA2	7.098147	7.318015	2.926598	5.02119	6.534366	3.859448	5.116453	6.679261	11.679088	11.061164	2.574687	3.097891	2.485231	4.312686	2.876721
TCEA3	0.441241	0.669529	0.75388	0.440909	0.361096	8.524556	0.438437	0.454254	0.210833	0	0.341971	0.36122	0.489218	0.7926	0.134246
TCEAL1	11.949144	11.345131	13.370758	8.475557	9.572751	14.23565	6.697697	14.842696	12.427825	13.2301	3.360506	3.849784	5.196573	3.961729	4.806344
TCEAL2	17.277321	13.993598	10.654229	3.526344	5.710602	1.441562	0	0.353279	0.146266	0.14683	0.042674	0	0.041985	0.041964	0
TCEAL3	19.234699	22.234214	9.927385	9.61716	12.093052	6.882831	7.557381	14.578771	9.476788	5.020281	6.395414	6.368041	3.426129	3.848725	3.25373
TCEAL4	30.95823	32.879564	23.335211	19.464231	34.059335	27.177159	18.391153	46.712838	35.557562	13.266935	10.19068	9.162595	9.510458	7.275933	9.956982
TCEAL7	14.420964	11.798733	11.450001	6.430802	9.543207	7.176213	0.117025	1.290825	0.92035	0.647065	0	0.030159	0.072851	0	0.032425
TCEAL8	27.238766	30.252567	34.798787	29.080326	30.613615	45.463994	18.750657	30.908569	23.103357	44.906842	25.122238	27.919385	27.483464	23.071835	23.620375
TCEANC	2.305485	1.622837	1.971699	1.925888	1.931934	1.49746	0.777203	0.987305	1.121743	0.700326	0.245084	0.858797	0.655218	0.762471	0.502612
TCEANC2	2.86766	2.397294	4.648587	3.192055	2.223927	6.326024	1.668772	5.037828	3.412208	2.270585	3.127236	1.804698	2.265302	1.574076	1.580491
TCEB1	9.689829	9.682866	10.859643	8.633348	10.80488	11.467704	10.38533	13.792922	14.75557	15.010928	27.066316	25.086641	21.683122	28.925912	40.018615
TCEB2	59.175735	61.748979	14.433135	58.255806	53.44825	20.55728	58.92231	34.796452	76.089409	172.021515	47.688153	44.22099	42.144722	63.893344	42.696557
TCEB3	15.187005	16.925535	19.270294	19.635376	19.585331	21.655806	13.445321	19.984131	16.681967	7.050932	14.295688	14.644934	13.653343	19.592397	11.490754
TCEB3B	0.168831	0.038039	0.066421	0.111203	0.081031	0.061065	0.025818	0.273018	0.173294	0	0.04648	0.01507	0	0.078931	0.008101
TCEB3C	0.137687	0.090133	0.195217	0.127799	0.080054	0.102315	0.363389	0.099212	0.50277	0.556907	0.069344	0.029384	0.024605	0.014517	0.05813
TCEB3CL	0.126879	0.059402	0	0.366968	0.265512	0	0	0.173586	1.727441	0	0	0.014634	0.012534	0.01051	0.016922
TCEB3CL2	0.07179	0	0	0.090374	0.041733	0.044065	0.077184	0.039142	0.148722	0.056513	0	0.011241	0	0.004884	0.001706
TCERG1	25.944428	23.292382	63.84172	38.573937	33.962303	89.367707	27.793612	69.300831	35.215877	25.139936	63.077516	60.942949	58.71258	52.445294	55.165316
TCERG1L	1.131596	2.383103	5.321749	1.780408	2.581894	1.059988	0.236265	0.682839	0.570572	0.993568	0.238501	0.285388	0.792727	1.231872	0.554405
TCF12	27.926606	28.907359	43.294493	46.84674	44.281687	44.932039	84.401922	76.206798	59.454197	96.888307	41.810368	46.995716	52.877088	69.720312	78.189537
TCF15	0.138128	0	0	0	0	0.220077	0.155651	0	0.20241	0	7.27112	6.68278	2.746506	9.639538	5.947767
TCF19	1.890139	2.016641	1.585209	2.718551	3.04472	1.32015	4.100527	3.141346	3.35218	6.417077	14.390025	15.182009	15.545049	16.590215	16.933139
TCF20	13.739013	12.728748	24.09794	12.586153	12.386374	16.602473	7.767475	14.956851	11.034008	6.844747	7.880052	9.298492	7.405361	11.158555	6.996221
TCF23	0	0	0	0	0	0	0	0	0	0	0	0.018829	0.00946	0	0
TCF24	0.109504	0.176134	0.627374	0.15755	0.250871	0.073607	0	0	0	0	0.935315	0.476794	0.436643	0.482488	0.889178
TCF25	20.471277	21.58003	19.25136	31.31522	28.079227	29.6105	25.919514	37.551834	38.101707	57.065453	35.389601	28.381606	28.629657	39.169409	29.81511
TCF3	4.055176	5.312221	7.337346	10.190285	10.249339	17.621075	21.174107	22.417623	32.17448	21.02262	66.896213	60.371654	74.534736	90.473337	71.395857
TCF4	24.762335	27.908202	28.101217	82.903244	71.482974	68.318832	41.034345	125.23065	78.748729	50.436599	5.294042	5.099435	5.937529	3.56213	6.049542
TCF7	1.900846	1.584469	3.242776	1.168533	1.643766	5.215815	1.392217	4.634543	6.074378	0.992425	4.345086	4.80438	5.872727	7.160334	6.262738
TCF7L1	0.252382	0.358672	3.703159	0.280701	0.334552	3.795469	1.101534	1.801975	2.005656	0	5.325705	4.349183	8.086268	8.449624	4.624828
TCF7L2	3.31067	2.588366	10.807056	3.37459	3.364773	14.238313	2.569479	18.677891	11.634976	0.587548	5.162873	3.606013	5.21758	3.165645	2.827844
TCFL5	5.924627	7.411079	7.176678	9.286674	8.466562	11.956711	6.63407	9.437	7.29542	11.735969	6.660853	5.514	4.854713	6.403804	5.247318
TCHP	7.539207	6.668087	8.2435	6.177267	6.857261	6.225219	5.735854	8.583111	7.886486	2.070715	13.174032	13.022986	12.832564	14.287855	13.091554
TCIRG1	0.666438	0.278335	0	0.197525	0.198816	0.252992	0.096091	0.117052	0.250257	0.302074	0.096989	0.048331	0.066524	0.101107	0.198526
TCL1B	0	0	0	0	0	0	0	0	0	0	0.080383	0	0	0	0
TCN1	0.138713	0	1.555626	0.14641	0	0	0	0	0	0	0.046028	0.011912	0	0	0
TCN2	19.610397	23.168827	5.351459	9.901917	9.473386	1.614941	4.269458	1.632612	4.199372	8.244355	2.161344	2.721888	2.35803	1.405306	1.373819
TCOF1	11.437994	9.838966	6.71783	12.307209	12.406243	10.860498	14.593574	14.60834	22.945753	5.06766	31.472997	32.739288	37.93486	40.635655	34.373197
TCP1	67.767925	67.691636	55.946011	87.010103	77.290587	87.160352	88.750169	104.758404	80.560455	214.711318	131.80658	133.290104	141.916935	143.288523	148.188365
TCP10L	2.115464	1.968216	1.651925	1.364646	0.778791	1.379329	0.417013	0.292567	0.375777	0.650875	0.022931	0	0.095621	0.013441	0
TCP11	0.175059	0	0	0.135297	0	0	0	0	0	0.185232	0.001875	0.062669	0	0	0.003088
TCP11L1	8.906802	8.08612	12.786717	10.137428	9.689505	13.69855	5.744714	13.164576	9.8732	4.632292	3.248219	6.464605	4.480883	5.12472	5.143876
TCP11L2	6.471634	5.387	7.629694	7.960535	5.403894	10.883847	2.451558	8.107368	5.429759	5.11081	0.607405	0.804837	0.545171	0.254291	0.326146
TCTA	9.880858	9.647824	4.868731	5.546403	5.828554	4.335204	4.128706	5.159524	8.176027	3.087183	4.978418	6.516339	6.548341	7.524655	5.949427
TCTE3	1.626852	0.756712	1.705932	1.030224	0.98107	1.276596	1.033814	1.083468	0.641472	1.729136	0.752216	0.540205	0.50391	0.633059	0.94126
TCTEX1D2	11.087185	7.879484	9.211139	11.104337	12.681481	9.126365	19.855162	15.229422	16.753349	27.102173	15.077253	17.26226	10.965922	15.011522	13.238365
TCTEX1D4	0.851111	0	0	0.072703	0.214283	0.481392	0.212634	0.21324	0.475932	0.325223	0	0	0	0	0.118951
TCTN1	16.027722	13.977822	7.415447	14.062498	13.435624	9.634712	6.820181	12.811739	13.978484	18.410161	1.773329	1.895158	1.813388	1.546007	2.221246
TCTN2	14.361331	11.618488	10.577166	8.572991	6.821464	6.741194	7.669957	5.823589	6.693254	8.593849	2.073571	2.456374	1.871851	1.922374	2.127381
TCTN3	12.427644	12.326851	6.380017	14.055991	12.659328	10.001909	8.970632	10.331918	14.536605	9.219539	6.340016	8.140448	10.224854	8.106847	9.295122
TDG	14.257013	11.731631	13.512036	13.832329	14.967842	17.633003	15.323283	18.199265	15.38393	20.340406	22.639374	23.027674	25.124747	21.914234	24.395443
TDP1	4.016848	3.53035	2.75716	8.080941	6.72847	6.457146	8.794688	11.040569	9.673049	15.178524	12.181534	13.280919	11.223326	16.716462	11.706963
